age,months_since_joined,join_month,visits_per_week,payment_delay_days,churned
68,3.5,2,0.25,15,1
62,5.3,10,1.4,15,1
20,8.0,12,1.5,3,0
62,12.5,8,1.2,15,1
62,10.8,9,1.5,15,1
32,3.8,6,1.2,15,1
41,3.5,6,1.2,14,1
32,12.5,6,1.2,10,0
42,4.7,8,0.2,21,1
42,12.3,8,1.2,5,1
42,3.4,10,0.2,21,1
42,6.5,8,2.3,15,1
22,9.5,10,1.8,13,1
67,9.5,2,1.8,10,1
20,8.5,6,1.2,15,0
32,9.5,6,1.2,15,1
20,14.5,8,1.2,10,1
32,10.5,8,2.1,15,0
42,1.8,11,0.2,14,1
32,6.4,10,0.2,15,1
42,6.4,8,1.2,15,1
20,9.5,8,1.2,15,1
20,1.8,9,2.3,15,0
42,10.5,8,2.1,14,0
32,4.8,10,1.2,15,0
41,9.5,10,1.2,15,1
62,12.5,8,1.2,15,1
42,15.7,6,1.4,14,0
42,4.2,1,0.35,14,1
20,10.4,9,0.1,19,1
32,8.2,4,1.5,15,0
32,12.5,6,2.8,10,0
32,13.7,2,1.4,10,1
42,18.4,8,1.3,10,1
37,10.5,6,1.8,15,1
32,12.5,6,1.2,15,1
42,5.2,10,1.4,15,0
42,10.5,2,1.3,20,0
20,0.5,12,0.0,29,1
32,9.5,8,2.1,10,0
22,9.2,6,1.4,14,1
62,3.5,1,0.2,15,1
32,3.5,9,1.2,10,1
41,12.3,8,1.2,15,1
41,6.5,12,0.2,10,1
32,6.8,9,1.4,15,1
42,2.8,10,1.2,14,0
42,10.3,8,2.5,15,1
72,2.4,8,1.3,14,1
42,9.5,6,2.1,15,0
37,10.2,8,1.5,15,1
21,9.2,8,1.3,14,1
32,14.8,5,0.2,12,1
32,7.4,6,1.2,15,1
41,24.5,6,0.1,15,1
42,12.5,9,1.2,15,0
22,9.2,6,4.5,10,1
42,6.8,9,0.4,14,1
20,6.5,2,1.2,15,1
32,10.5,8,1.2,15,1
21,5.8,2,1.4,15,1
20,4.7,9,1.2,14,0
72,10.5,8,2.1,15,1
32,9.5,8,2.1,10,0
20,9.5,8,1.2,15,1
41,6.5,8,1.2,10,0
42,13.2,6,1.8,10,0
42,15.5,8,1.2,10,1
42,11.5,6,1.3,15,1
42,6.8,3,1.2,14,1
42,8.5,10,2.1,15,1
72,3.5,10,1.2,14,1
32,12.5,8,4.2,10,0
42,6.5,10,1.2,15,0
32,9.0,8,2.5,14,1
32,4.2,8,1.5,15,1
37,8.2,6,1.3,15,0
42,3.5,9,1.2,14,1
32,6.5,12,1.2,15,1
32,14.5,6,2.7,10,0
42,6.2,8,1.3,15,1
67,12.5,10,1.2,15,1
32,12.5,8,3.75,10,0
22,6.4,9,1.5,12,0
37,9.5,6,1.2,15,1
62,11.5,9,1.8,16,1
62,5.4,10,1.2,15,1
32,8.5,6,2.1,12,0
